Name,Season,ThreePointers,ThreePointersAttempted,ThreePointersMissed,ThreePointersMadePct
Leandro Barbosa,2005.0,55,149,94,0.3691275167785235
Leandro Barbosa,2006.0,114,265,151,0.43018867924528303
Leandro Barbosa,2007.0,208,497,289,0.41851106639839036
Leandro Barbosa,2008.0,168,440,272,0.38181818181818183
Leandro Barbosa,2009.0,90,240,150,0.375
Leandro Barbosa,2010.0,56,171,115,0.32748538011695905
Leandro Barbosa,2011.0,72,213,141,0.3380281690140845
Leandro Barbosa,2012.0,68,190,122,0.35789473684210527
Leandro Barbosa,2013.0,18,47,29,0.3829787234042553
Leandro Barbosa,2014.0,7,25,18,0.28
Leandro Barbosa,2015.0,51,135,84,0.37777777777777777
Leandro Barbosa,2016.0,50,138,88,0.36231884057971014
Leandro Barbosa,2017.0,35,98,63,0.35714285714285715
Leandro Bolmaro,2022.0,5,18,13,0.2777777777777778
Leandro Bolmaro,2023.0,0,4,4,0.0
Lee Nailon,2004.0,0,3,3,0.0
Lee Nailon,2005.0,0,2,2,0.0
Leon Powe,2007.0,0,2,2,0.0
Leon Powe,2008.0,0,1,1,0.0
Leon Powe,2011.0,0,2,2,0.0
Leonard Miller,2024.0,20,58,38,0.3448275862068966
Lester Hudson,2010.0,5,16,11,0.3125
Lester Hudson,2011.0,4,15,11,0.26666666666666666
Lester Hudson,2012.0,16,64,48,0.25
Lester Hudson,2015.0,5,13,8,0.38461538461538464
Lester Quinones,2023.0,2,4,2,0.5
Lester Quinones,2024.0,5,13,8,0.38461538461538464
Linas Kleiza,2006.0,2,14,12,0.14285714285714285
Linas Kleiza,2007.0,84,227,143,0.3700440528634361
Linas Kleiza,2008.0,97,291,194,0.3333333333333333
Linas Kleiza,2009.0,104,307,203,0.33876221498371334
Linas Kleiza,2011.0,39,131,92,0.29770992366412213
Linas Kleiza,2012.0,62,179,117,0.3463687150837989
Linas Kleiza,2013.0,20,66,46,0.30303030303030304
Lindell Wigginton,2022.0,9,26,17,0.34615384615384615
Lindell Wigginton,2023.0,6,18,12,0.3333333333333333
Lindell Wigginton,2024.0,0,2,2,0.0
Lindsey Hunter,2004.0,21,80,59,0.2625
Lindsey Hunter,2005.0,31,120,89,0.25833333333333336
Lindsey Hunter,2006.0,25,87,62,0.28735632183908044
Lindsey Hunter,2007.0,42,137,95,0.30656934306569344
Lindsey Hunter,2008.0,12,37,25,0.32432432432432434
Lindsey Hunter,2009.0,17,51,34,0.3333333333333333
Lindsey Hunter,2010.0,1,13,12,0.07692307692307693
Lindy Waters III,2022.0,53,146,93,0.363013698630137
Lindy Waters III,2023.0,58,162,104,0.35802469135802467
Lindy Waters III,2024.0,15,37,22,0.40540540540540543
Linton Johnson,2004.0,7,33,26,0.21212121212121213
Linton Johnson,2005.0,0,1,1,0.0
Linton Johnson,2006.0,13,36,23,0.3611111111111111
Linton Johnson,2007.0,10,30,20,0.3333333333333333
Linton Johnson,2008.0,1,3,2,0.3333333333333333
Linton Johnson,2009.0,1,2,1,0.5
Lionel Chalmers,2005.0,12,49,37,0.24489795918367346
London Perrantes,2018.0,0,3,3,0.0
Lonnie Walker,2019.0,5,14,9,0.35714285714285715
Lonnie Walker,2020.0,41,101,60,0.40594059405940597
Lonnie Walker,2021.0,100,285,185,0.3508771929824561
Lonnie Walker,2022.0,113,357,244,0.3165266106442577
Lonnie Walker,2023.0,104,283,179,0.3674911660777385
Lonnie Walker,2024.0,57,129,72,0.4418604651162791
Lonny Baxter,2004.0,1,3,2,0.3333333333333333
Lonzo Ball,2018.0,90,295,205,0.3050847457627119
Lonzo Ball,2019.0,75,228,153,0.32894736842105265
Lonzo Ball,2020.0,148,395,247,0.37468354430379747
Lonzo Ball,2021.0,172,455,283,0.378021978021978
Lonzo Ball,2022.0,110,260,150,0.4230769230769231
Loren Woods,2005.0,0,1,1,0.0
Loren Woods,2006.0,0,1,1,0.0
Lorenzen Wright,2004.0,0,5,5,0.0
Lorenzen Wright,2005.0,0,3,3,0.0
Lorenzen Wright,2006.0,0,2,2,0.0
Lorenzo Brown,2014.0,3,30,27,0.1
Lorenzo Brown,2015.0,6,28,22,0.21428571428571427
Lorenzo Brown,2016.0,1,8,7,0.125
Lorenzo Brown,2018.0,4,17,13,0.23529411764705882
Lorenzo Brown,2019.0,6,28,22,0.21428571428571427
Lou Amundson,2009.0,0,1,1,0.0
Lou Amundson,2010.0,0,1,1,0.0
Lou Amundson,2015.0,0,1,1,0.0
Lou Williams,2006.0,2,9,7,0.2222222222222222
Lou Williams,2007.0,12,37,25,0.32432432432432434
Lou Williams,2008.0,57,160,103,0.35625
Lou Williams,2009.0,69,236,167,0.2923728813559322
Lou Williams,2010.0,70,206,136,0.33980582524271846
Lou Williams,2011.0,94,273,179,0.3443223443223443
Lou Williams,2012.0,91,277,186,0.3285198555956679
Lou Williams,2013.0,72,196,124,0.3673469387755102
Lou Williams,2014.0,84,247,163,0.340080971659919
Lou Williams,2015.0,156,468,312,0.3333333333333333
Lou Williams,2016.0,110,320,210,0.34375
Lou Williams,2017.0,174,483,309,0.36024844720496896
Lou Williams,2018.0,186,518,332,0.3590733590733591
Lou Williams,2019.0,111,310,199,0.3580645161290323
Lou Williams,2020.0,123,366,243,0.3360655737704918
Lou Williams,2021.0,82,203,121,0.4039408866995074
Lou Williams,2022.0,37,102,65,0.3627450980392157
Louis King,2020.0,4,11,7,0.36363636363636365
Louis King,2021.0,4,11,7,0.36363636363636365
Louis King,2022.0,8,27,19,0.2962962962962963
Louis King,2023.0,4,8,4,0.5
Luc Mbah a Moute,2009.0,0,4,4,0.0
Luc Mbah a Moute,2010.0,6,19,13,0.3157894736842105
Luc Mbah a Moute,2011.0,0,7,7,0.0
Luc Mbah a Moute,2012.0,1,4,3,0.25
Luc Mbah a Moute,2013.0,13,41,28,0.3170731707317073
Luc Mbah a Moute,2014.0,4,17,13,0.23529411764705882
Luc Mbah a Moute,2015.0,62,202,140,0.3069306930693069
Luc Mbah a Moute,2016.0,13,40,27,0.325
Luc Mbah a Moute,2017.0,48,126,78,0.38095238095238093
Luc Mbah a Moute,2018.0,66,188,122,0.35106382978723405
Luc Mbah a Moute,2019.0,2,6,4,0.3333333333333333
Luc Mbah a Moute,2020.0,0,2,2,0.0
Luca Vildoza,2022.0,1,5,4,0.2
Lucas Nogueira,2016.0,1,3,2,0.3333333333333333
Lucas Nogueira,2017.0,3,16,13,0.1875
Lucas Nogueira,2018.0,5,19,14,0.2631578947368421
Lucious Harris,2004.0,41,113,72,0.36283185840707965
Lucious Harris,2005.0,21,65,44,0.3230769230769231
Luguentz Dort,2020.0,43,151,108,0.2847682119205298
Luguentz Dort,2021.0,113,329,216,0.3434650455927052
Luguentz Dort,2022.0,130,391,261,0.33248081841432225
Luguentz Dort,2023.0,135,409,274,0.33007334963325186
Luguentz Dort,2024.0,82,204,122,0.4019607843137255
Luis Flores,2005.0,5,10,5,0.5
Luis Montero,2016.0,3,11,8,0.2727272727272727
Luis Scola,2008.0,0,4,4,0.0
Luis Scola,2009.0,0,3,3,0.0
Luis Scola,2010.0,1,5,4,0.2
Luis Scola,2011.0,0,3,3,0.0
Luis Scola,2012.0,0,3,3,0.0
Luis Scola,2013.0,3,16,13,0.1875
Luis Scola,2014.0,2,10,8,0.2
Luis Scola,2015.0,5,20,15,0.25
Luis Scola,2016.0,69,182,113,0.3791208791208791
Luis Scola,2017.0,17,50,33,0.34
Luka Doncic,2019.0,168,515,347,0.3262135922330097
Luka Doncic,2020.0,187,585,398,0.31965811965811963
Luka Doncic,2021.0,223,624,401,0.3573717948717949
Luka Doncic,2022.0,252,717,465,0.3514644351464435
Luka Doncic,2023.0,185,541,356,0.3419593345656192
Luka Doncic,2024.0,152,405,253,0.37530864197530867
Luka Garza,2022.0,16,49,33,0.32653061224489793
Luka Garza,2023.0,14,39,25,0.358974358974359
Luka Garza,2024.0,0,5,5,0.0
Luka Samanic,2020.0,3,8,5,0.375
Luka Samanic,2021.0,12,43,31,0.27906976744186046
Luka Samanic,2023.0,8,31,23,0.25806451612903225
Luka Samanic,2024.0,5,21,16,0.23809523809523808
Luke Babbitt,2011.0,3,16,13,0.1875
Luke Babbitt,2012.0,43,100,57,0.43
Luke Babbitt,2013.0,62,178,116,0.34831460674157305
Luke Babbitt,2014.0,36,95,59,0.37894736842105264
Luke Babbitt,2015.0,59,115,56,0.5130434782608696
Luke Babbitt,2016.0,44,109,65,0.4036697247706422
Luke Babbitt,2017.0,87,210,123,0.4142857142857143
Luke Babbitt,2018.0,60,156,96,0.38461538461538464
Luke Harangody,2011.0,16,66,50,0.24242424242424243
Luke Harangody,2012.0,5,21,16,0.23809523809523808
Luke Jackson,2005.0,4,6,2,0.6666666666666666
Luke Jackson,2006.0,12,36,24,0.3333333333333333
Luke Jackson,2007.0,5,17,12,0.29411764705882354
Luke Jackson,2008.0,11,30,19,0.36666666666666664
Luke Kennard,2018.0,81,195,114,0.4153846153846154
Luke Kennard,2019.0,115,284,169,0.40492957746478875
Luke Kennard,2020.0,73,183,110,0.3989071038251366
Luke Kennard,2021.0,121,275,154,0.44
Luke Kennard,2022.0,190,423,233,0.4491725768321513
Luke Kennard,2023.0,141,285,144,0.49473684210526314
Luke Kennard,2024.0,57,132,75,0.4318181818181818
Luke Kornet,2018.0,28,79,51,0.35443037974683544
Luke Kornet,2019.0,70,193,123,0.3626943005181347
Luke Kornet,2020.0,31,108,77,0.28703703703703703
Luke Kornet,2021.0,15,59,44,0.2542372881355932
Luke Kornet,2022.0,1,6,5,0.16666666666666666
Luke Kornet,2023.0,4,14,10,0.2857142857142857
Luke Ridnour,2004.0,27,80,53,0.3375
Luke Ridnour,2005.0,71,195,124,0.3641025641025641
Luke Ridnour,2006.0,43,149,106,0.28859060402684567
Luke Ridnour,2007.0,49,139,90,0.35251798561151076
Luke Ridnour,2008.0,21,71,50,0.29577464788732394
Luke Ridnour,2009.0,55,157,102,0.3503184713375796
Luke Ridnour,2010.0,74,195,121,0.37948717948717947
Luke Ridnour,2011.0,81,184,103,0.44021739130434784
Luke Ridnour,2012.0,49,152,103,0.3223684210526316
Luke Ridnour,2013.0,66,212,146,0.3113207547169811
Luke Ridnour,2014.0,39,114,75,0.34210526315789475
Luke Ridnour,2015.0,20,63,43,0.31746031746031744
Luke Walton,2004.0,17,51,34,0.3333333333333333
Luke Walton,2005.0,16,61,45,0.26229508196721313
Luke Walton,2006.0,22,66,44,0.3333333333333333
Luke Walton,2007.0,53,136,83,0.3897058823529412
Luke Walton,2008.0,39,110,71,0.35454545454545455
Luke Walton,2009.0,22,73,51,0.3013698630136986
Luke Walton,2010.0,9,26,17,0.34615384615384615
Luke Walton,2011.0,8,36,28,0.2222222222222222
Luke Walton,2012.0,7,20,13,0.35
Luke Walton,2013.0,20,67,47,0.29850746268656714
Luke Zeller,2013.0,1,5,4,0.2
Luol Deng,2005.0,31,117,86,0.26495726495726496
Luol Deng,2006.0,22,82,60,0.2682926829268293
Luol Deng,2007.0,1,8,7,0.125
Luol Deng,2008.0,8,22,14,0.36363636363636365
Luol Deng,2009.0,8,20,12,0.4
Luol Deng,2010.0,33,95,62,0.3473684210526316
Luol Deng,2011.0,137,401,264,0.341645885286783
Luol Deng,2012.0,87,237,150,0.3670886075949367
Luol Deng,2013.0,76,251,175,0.30278884462151395
Luol Deng,2014.0,57,189,132,0.30158730158730157
Luol Deng,2015.0,78,220,142,0.35454545454545455
Luol Deng,2016.0,112,313,201,0.35782747603833864
Luol Deng,2017.0,51,164,113,0.31097560975609756
Luol Deng,2019.0,14,44,30,0.3181818181818182
Luther Head,2006.0,113,313,200,0.3610223642172524
Luther Head,2007.0,183,424,241,0.43160377358490565
Luther Head,2008.0,79,231,152,0.341991341991342
Luther Head,2009.0,20,54,34,0.37037037037037035
Luther Head,2010.0,37,105,68,0.3523809523809524
Luther Head,2011.0,25,64,39,0.390625
Lynn Greer,2007.0,18,52,34,0.34615384615384615
M.J. Walker,2022.0,0,2,2,0.0
Maalik Wayns,2013.0,7,31,24,0.22580645161290322
Mac McClung,2022.0,1,3,2,0.3333333333333333
Mac McClung,2023.0,4,11,7,0.36363636363636365
Maceo Baston,2007.0,3,7,4,0.42857142857142855
Maceo Baston,2009.0,0,1,1,0.0
Maciej Lampe,2004.0,0,4,4,0.0
Maciej Lampe,2005.0,2,4,2,0.5
Malachi Flynn,2021.0,54,168,114,0.32142857142857145
Malachi Flynn,2022.0,30,93,63,0.3225806451612903
Malachi Flynn,2023.0,47,133,86,0.3533834586466165
Malachi Flynn,2024.0,30,88,58,0.3409090909090909
Malachi Richardson,2017.0,8,28,20,0.2857142857142857
Malachi Richardson,2018.0,12,40,28,0.3
Malachi Richardson,2019.0,8,25,17,0.32
Malaki Branham,2023.0,77,255,178,0.30196078431372547
Malaki Branham,2024.0,40,130,90,0.3076923076923077
Malcolm Brogdon,2017.0,88,212,124,0.41509433962264153
Malcolm Brogdon,2018.0,67,180,113,0.37222222222222223
Malcolm Brogdon,2019.0,118,281,163,0.4199288256227758
Malcolm Brogdon,2020.0,84,254,170,0.33070866141732286
Malcolm Brogdon,2021.0,150,381,231,0.3937007874015748
Malcolm Brogdon,2022.0,58,186,128,0.3118279569892473
Malcolm Brogdon,2023.0,165,384,219,0.4296875
Malcolm Brogdon,2024.0,77,186,109,0.41397849462365593
Malcolm Delaney,2017.0,27,110,83,0.24545454545454545
Malcolm Delaney,2018.0,46,124,78,0.3709677419354839
Malcolm Hill,2022.0,13,36,23,0.3611111111111111
Malcolm Hill,2023.0,1,3,2,0.3333333333333333
Malcolm Lee,2012.0,2,10,8,0.2
Malcolm Lee,2013.0,8,24,16,0.3333333333333333
Malcolm Miller,2018.0,8,21,13,0.38095238095238093
Malcolm Miller,2019.0,11,27,16,0.4074074074074074
Malcolm Miller,2020.0,9,23,14,0.391304347826087
Malcolm Thomas,2014.0,1,4,3,0.25
Malcolm Thomas,2015.0,0,7,7,0.0
Malik Allen,2006.0,1,1,0,1.0
Malik Allen,2007.0,0,1,1,0.0
Malik Allen,2008.0,1,2,1,0.5
Malik Allen,2009.0,0,1,1,0.0
Malik Allen,2010.0,1,6,5,0.16666666666666666
Malik Beasley,2017.0,9,28,19,0.32142857142857145
Malik Beasley,2018.0,28,82,54,0.34146341463414637
Malik Beasley,2019.0,182,452,270,0.4026548672566372
Malik Beasley,2020.0,107,276,169,0.38768115942028986
Malik Beasley,2021.0,128,321,193,0.3987538940809969
Malik Beasley,2022.0,248,662,414,0.37462235649546827
Malik Beasley,2023.0,242,684,442,0.3538011695906433
Malik Beasley,2024.0,124,268,144,0.4626865671641791
Malik Fitts,2021.0,1,2,1,0.5
Malik Fitts,2022.0,7,12,5,0.5833333333333334
Malik Hairston,2009.0,0,1,1,0.0
Malik Hairston,2010.0,2,11,9,0.18181818181818182
Malik Monk,2018.0,83,243,160,0.34156378600823045
Malik Monk,2019.0,109,330,221,0.3303030303030303
Malik Monk,2020.0,58,204,146,0.28431372549019607
Malik Monk,2021.0,88,217,129,0.4055299539170507
Malik Monk,2022.0,173,442,269,0.3914027149321267
Malik Monk,2023.0,156,437,281,0.35697940503432496
Malik Monk,2024.0,102,265,163,0.3849056603773585
Malik Newman,2020.0,0,1,1,0.0
Malik Newman,2022.0,0,1,1,0.0
Malik Rose,2004.0,0,5,5,0.0
Malik Rose,2005.0,1,10,9,0.1
Malik Rose,2006.0,1,1,0,1.0
Malik Rose,2007.0,2,8,6,0.25
Malik Rose,2008.0,2,7,5,0.2857142857142857
Malik Rose,2009.0,0,7,7,0.0
Mamadi Diakite,2021.0,2,10,8,0.2
Mamadi Diakite,2022.0,0,5,5,0.0
Mamadi Diakite,2023.0,7,21,14,0.3333333333333333
Mamadou N'Diaye,2005.0,0,1,1,0.0
Manny Harris,2011.0,34,92,58,0.3695652173913043
Manny Harris,2012.0,12,36,24,0.3333333333333333
Manny Harris,2014.0,7,20,13,0.35
Manny Harris,2017.0,0,2,2,0.0
Manu Ginobili,2004.0,98,280,182,0.35
Manu Ginobili,2005.0,139,354,215,0.3926553672316384
Manu Ginobili,2006.0,97,259,162,0.3745173745173745
Manu Ginobili,2007.0,166,422,256,0.3933649289099526
Manu Ginobili,2008.0,194,491,297,0.395112016293279
Manu Ginobili,2009.0,69,209,140,0.33014354066985646
Manu Ginobili,2010.0,152,410,258,0.37073170731707317
Manu Ginobili,2011.0,163,469,306,0.34754797441364604
Manu Ginobili,2012.0,75,194,119,0.3865979381443299
Manu Ginobili,2013.0,112,331,219,0.338368580060423
Manu Ginobili,2014.0,131,363,232,0.3608815426997245
Manu Ginobili,2015.0,97,280,183,0.3464285714285714
Manu Ginobili,2016.0,79,200,121,0.395
Manu Ginobili,2017.0,98,267,169,0.36704119850187267
Manu Ginobili,2018.0,70,210,140,0.3333333333333333
MarJon Beauchamp,2023.0,48,143,95,0.3356643356643357
MarJon Beauchamp,2024.0,25,62,37,0.4032258064516129
MarShon Brooks,2012.0,47,150,103,0.31333333333333335
MarShon Brooks,2013.0,15,56,41,0.26785714285714285
MarShon Brooks,2014.0,13,25,12,0.52
MarShon Brooks,2018.0,19,32,13,0.59375
MarShon Brooks,2019.0,15,54,39,0.2777777777777778
Marc Gasol,2009.0,0,1,1,0.0
Marc Gasol,2010.0,0,1,1,0.0
Marc Gasol,2011.0,3,9,6,0.3333333333333333
Marc Gasol,2012.0,1,13,12,0.07692307692307693
Marc Gasol,2013.0,1,14,13,0.07142857142857142
Marc Gasol,2014.0,2,12,10,0.16666666666666666
Marc Gasol,2015.0,3,19,16,0.15789473684210525
Marc Gasol,2016.0,2,3,1,0.6666666666666666
Marc Gasol,2017.0,109,276,167,0.39492753623188404
Marc Gasol,2018.0,109,320,211,0.340625
Marc Gasol,2019.0,133,362,229,0.3674033149171271
Marc Gasol,2020.0,62,175,113,0.35428571428571426
Marc Gasol,2021.0,57,133,76,0.42857142857142855
Marc Jackson,2004.0,0,1,1,0.0
Marc Jackson,2005.0,0,2,2,0.0
Marc Jackson,2006.0,1,2,1,0.5
Marc Jackson,2007.0,0,1,1,0.0
Marcelo Huertas,2016.0,16,61,45,0.26229508196721313
